,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,date,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm
94,94,depressed,Uganda,42,Uganda,UGA,800,,,,,,February,94,depressed,The Netherlands,42,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,15.000000000000002,March,94,depressed,Thailand,42,Thailand,THA,764,Thailand,7.35,Statista,2736.0,5.7142857142857135,April,94,empty,Canada,222,Canada,CAN,124,Canada,8.15,Statista,38382.0,27.239263803680984,May,154,enthusiasm,Turkey,3,June,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.21978021978021975
95,95,depressed,United Arab Emirates,36,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,6.90978886756238,February,95,depressed,Turkey,24,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.7582417582417582,March,95,depressed,The Netherlands,66,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,23.57142857142857,April,95,empty,China,6,China,CHN,156,China,2.0,NY Times,7482.0,3.0,May,155,enthusiasm,Uganda,57,June,Uganda,UGA,800,,,,,
96,96,depressed,United Kingdom,642,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,36.16901408450704,February,96,depressed,Uganda,42,Uganda,UGA,800,,,,,,March,96,depressed,Turkey,36,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,2.6373626373626373,April,96,empty,France,18,France,FRA,250,France,8.9,Statista,3192.0,2.02247191011236,May,156,enthusiasm,United Arab Emirates,48,June,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,9.213051823416507
97,97,depressed,United States,2496,United States,USA,840,United States,64.2,Statista,454626.0,38.878504672897186,February,97,depressed,United Arab Emirates,60,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,11.516314779270632,March,97,depressed,Uganda,96,Uganda,UGA,800,,,,,,April,97,empty,Germany,6,Germany,DEU,276,Germany,6.1,Statista,4140.0,0.9836065573770492,May,157,enthusiasm,United Kingdom,1941,June,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,109.35211267605635
98,98,empty,Australia,144,Australia,AUS,36,Australia,4.1,Statista,22578.0,35.1219512195122,February,98,depressed,United Kingdom,1632,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,91.94366197183099,March,98,depressed,United Arab Emirates,84,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,16.122840690978887,April,98,empty,Ghana,48,Ghana,GHA,288,Ghana,2.0,,6312.0,24.0,May,158,enthusiasm,United States,3816,June,United States,USA,840,United States,64.2,Statista,454626.0,59.439252336448604
99,99,empty,Belgium,6,Belgium,BEL,56,Belgium,1.0,,2268.0,6.0,February,99,depressed,United States,6054,United States,USA,840,United States,64.2,Statista,454626.0,94.29906542056074,March,99,depressed,United Kingdom,4686,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,264.0,April,99,empty,Hong Kong,18,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,12.0,May,195,hate,Australia,555,June,Australia,AUS,36,Australia,5.0,Statista,22578.0,111.0
100,100,empty,Canada,258,Canada,CAN,124,Canada,8.15,Statista,38382.0,31.65644171779141,February,100,empty,Australia,294,Australia,AUS,36,Australia,5.0,Statista,22578.0,58.8,March,100,depressed,United States,8742,United States,USA,840,United States,64.2,Statista,454626.0,136.1682242990654,April,100,empty,India,774,India,IND,356,India,13.15,Statista,90480.0,58.859315589353606,May,196,hate,Belgium,45,June,Belgium,BEL,56,Belgium,1.0,,2268.0,45.0
101,101,empty,China,96,China,CHN,156,China,2.0,NY Times,7482.0,48.0,February,101,empty,Belgium,24,Belgium,BEL,56,Belgium,1.0,,2268.0,24.0,March,101,empty,Australia,348,Australia,AUS,36,Australia,5.0,Statista,22578.0,69.6,April,101,empty,Indonesia,24,Indonesia,IDN,360,Indonesia,11.8,,3954.0,2.0338983050847457,May,197,hate,Brazil,60,June,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,4.181184668989547
102,102,empty,France,30,France,FRA,250,France,8.9,Statista,3192.0,3.3707865168539324,February,102,empty,Brazil,30,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,2.0905923344947737,March,102,empty,Belgium,6,Belgium,BEL,56,Belgium,1.0,,2268.0,6.0,April,102,empty,Ireland,96,Ireland,IRL,372,Ireland,2.5,,12138.0,38.4,May,198,hate,Canada,1170,June,Canada,CAN,124,Canada,8.15,Statista,38382.0,143.55828220858896
103,103,empty,Germany,48,Germany,DEU,276,Germany,6.1,Statista,4140.0,7.868852459016393,February,103,empty,Canada,486,Canada,CAN,124,Canada,8.15,Statista,38382.0,59.6319018404908,March,103,empty,Brazil,30,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,2.0905923344947737,April,103,empty,Japan,6,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.12383900928792567,May,199,hate,China,33,June,China,CHN,156,China,2.0,NY Times,7482.0,16.5
104,104,empty,Ghana,30,Ghana,GHA,288,Ghana,2.0,,6312.0,15.0,February,104,empty,China,54,China,CHN,156,China,2.0,NY Times,7482.0,27.0,March,104,empty,Canada,336,Canada,CAN,124,Canada,8.15,Statista,38382.0,41.22699386503067,April,104,empty,Kenya,108,Kenya,KEN,404,Kenya,8.2,google,9228.0,13.170731707317074,May,200,hate,France,48,June,France,FRA,250,France,8.9,Statista,3192.0,5.393258426966292
105,105,empty,Hong Kong,42,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,28.0,February,105,empty,France,36,France,FRA,250,France,8.9,Statista,3192.0,4.044943820224719,March,105,empty,China,18,China,CHN,156,China,2.0,NY Times,7482.0,9.0,April,105,empty,Kingdom of Saudi Arabia,12,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8,May,201,hate,Germany,99,June,Germany,DEU,276,Germany,6.1,Statista,4140.0,16.229508196721312
106,106,empty,India,288,India,IND,356,India,13.15,Statista,90480.0,21.901140684410645,February,106,empty,Germany,138,Germany,DEU,276,Germany,6.1,Statista,4140.0,22.622950819672127,March,106,empty,France,24,France,FRA,250,France,8.9,Statista,3192.0,2.696629213483146,April,106,empty,Malaysia,60,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,15.384615384615385,May,202,hate,Ghana,78,June,Ghana,GHA,288,Ghana,2.0,,6312.0,39.0
107,107,empty,Indonesia,60,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.084745762711863,February,107,empty,Ghana,102,Ghana,GHA,288,Ghana,2.0,,6312.0,51.0,March,107,empty,Germany,42,Germany,DEU,276,Germany,6.1,Statista,4140.0,6.885245901639345,April,107,empty,Mexico,12,Mexico,MEX,484,Mexico,25.7,,1746.0,0.4669260700389105,May,203,hate,Hong Kong,36,June,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,24.0
108,108,empty,Ireland,42,Ireland,IRL,372,Ireland,1.5,,12138.0,28.0,February,108,empty,Hong Kong,30,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,20.0,March,108,empty,Ghana,162,Ghana,GHA,288,Ghana,2.0,,6312.0,81.0,April,108,empty,New Zealand,42,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,46.66666666666666,May,204,hate,India,2829,June,India,IND,356,India,13.15,Statista,90480.0,215.13307984790873
109,109,empty,Italy,30,Italy,ITA,380,Italy,2.5,,3822.0,12.0,February,109,empty,India,876,India,IND,356,India,13.15,Statista,90480.0,66.61596958174904,March,109,empty,Hong Kong,12,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,8.0,April,109,empty,Nigeria,366,Nigeria,NGA,566,Nigeria,8.4,,38400.0,43.57142857142857,May,205,hate,Indonesia,42,June,Indonesia,IDN,360,Indonesia,11.8,,3954.0,3.5593220338983054
110,110,empty,Japan,66,Japan,JPN,392,Japan,48.45,Statista,4314.0,1.3622291021671826,February,110,empty,Indonesia,66,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.593220338983049,March,110,empty,India,1476,India,IND,356,India,13.15,Statista,90480.0,112.24334600760456,April,110,empty,Pakistan,60,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,23.07692307692308,May,206,hate,Ireland,312,June,Ireland,IRL,372,Ireland,2.5,,12138.0,124.8
111,111,empty,Kenya,84,Kenya,KEN,404,Kenya,8.2,google,9228.0,10.24390243902439,February,111,empty,Ireland,252,Ireland,IRL,372,Ireland,2.5,,12138.0,100.8,March,111,empty,Indonesia,48,Indonesia,IDN,360,Indonesia,11.8,,3954.0,4.067796610169491,April,111,empty,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,May,207,hate,Italy,57,June,Italy,ITA,380,Italy,2.5,,3822.0,22.8
112,112,empty,Malaysia,96,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,24.615384615384613,February,112,empty,Italy,78,Italy,ITA,380,Italy,2.5,,3822.0,31.2,March,112,empty,Ireland,102,Ireland,IRL,372,Ireland,2.5,,12138.0,40.8,April,112,empty,Republic of the Philippines,30,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,4.195804195804196,May,208,hate,Japan,24,June,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027
113,113,empty,Mexico,18,Mexico,MEX,484,Mexico,25.7,,1746.0,0.7003891050583658,February,113,empty,Japan,24,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027,March,113,empty,Italy,12,Italy,ITA,380,Italy,2.5,,3822.0,4.8,April,113,empty,Singapore,18,Singapore,SGP,702,Singapore,1.3,,3246.0,13.846153846153845,May,209,hate,Kenya,168,June,Kenya,KEN,404,Kenya,8.2,google,9228.0,20.48780487804878
114,114,empty,New Zealand,30,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,33.333333333333336,February,114,empty,Kenya,102,Kenya,KEN,404,Kenya,8.2,google,9228.0,12.439024390243905,March,114,empty,Japan,18,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.37151702786377705,April,114,empty,South Africa,282,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,33.176470588235304,May,210,hate,Kingdom of Saudi Arabia,48,June,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,3.2
115,115,empty,Nigeria,300,Nigeria,NGA,566,Nigeria,8.4,,38400.0,35.714285714285715,February,115,empty,Kingdom of Saudi Arabia,24,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.6,March,115,empty,Kenya,120,Kenya,KEN,404,Kenya,8.2,google,9228.0,14.634146341463413,April,115,empty,Spain,60,Spain,ESP,724,Spain,8.4,Statista,4080.0,7.142857142857142,May,211,hate,Malaysia,75,June,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,19.23076923076923
116,116,empty,Pakistan,66,Pakistan,PAK,586,Pakistan,1.26,google,8358.0,52.38095238095239,February,116,empty,Malaysia,84,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,21.538461538461537,March,116,empty,Kingdom of Saudi Arabia,12,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8,April,116,empty,Sri Lanka,6,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,12.0,May,212,hate,Mexico,33,June,Mexico,MEX,484,Mexico,25.7,,1746.0,1.2840466926070042
117,117,empty,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,February,117,empty,Mexico,36,Mexico,MEX,484,Mexico,25.7,,1746.0,1.4007782101167316,March,117,empty,Malaysia,84,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,21.538461538461537,April,117,empty,Switzerland,18,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,22.5,May,213,hate,New Zealand,144,June,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,160.0
118,118,empty,Republic of the Philippines,138,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,19.3006993006993,February,118,empty,New Zealand,42,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,46.66666666666666,March,118,empty,New Zealand,90,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,100.0,April,118,empty,Thailand,36,Thailand,THA,764,Thailand,7.35,Statista,2736.0,4.8979591836734695,May,214,hate,Nigeria,546,June,Nigeria,NGA,566,Nigeria,8.4,,38400.0,65.0
119,119,empty,Singapore,36,Singapore,SGP,702,Singapore,1.3,,3246.0,27.69230769230769,February,119,empty,Nigeria,456,Nigeria,NGA,566,Nigeria,8.4,,38400.0,54.28571428571429,March,119,empty,Nigeria,666,Nigeria,NGA,566,Nigeria,8.4,,38400.0,79.28571428571428,April,119,empty,The Netherlands,24,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,8.571428571428571,May,215,hate,Pakistan,354,June,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,136.15384615384616
120,120,empty,South Africa,96,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,11.294117647058822,February,120,empty,Pakistan,102,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,39.230769230769226,March,120,empty,Pakistan,120,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,46.153846153846146,April,120,empty,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396,May,216,hate,Republic of Korea,9,June,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,1.487603305785124
121,121,empty,Spain,42,Spain,ESP,724,Spain,8.4,Statista,4080.0,5.0,February,121,empty,Republic of Korea,18,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248,March,121,empty,Republic of the Philippines,96,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,13.426573426573427,April,121,empty,Uganda,48,Uganda,UGA,800,,,,,,May,217,hate,Republic of the Philippines,153,June,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,21.3986013986014
122,122,empty,Sri Lanka,6,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,12.0,February,122,empty,Republic of the Philippines,144,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,20.13986013986014,March,122,empty,Singapore,30,Singapore,SGP,702,Singapore,1.3,,3246.0,23.07692307692308,April,122,empty,United Arab Emirates,36,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,6.90978886756238,May,218,hate,Singapore,48,June,Singapore,SGP,702,Singapore,1.3,,3246.0,36.92307692307692
123,123,empty,Sweden,6,Sweden,SWE,752,Sweden,2.0,,1422.0,3.0,February,123,empty,Singapore,18,Singapore,SGP,702,Singapore,1.3,,3246.0,13.846153846153845,March,123,empty,South Africa,588,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,69.17647058823529,April,123,empty,United Kingdom,1242,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,69.97183098591549,May,219,hate,South Africa,798,June,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,93.88235294117645
124,124,empty,Switzerland,18,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,22.5,February,124,empty,South Africa,372,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,43.764705882352935,March,124,empty,Spain,36,Spain,ESP,724,Spain,8.4,Statista,4080.0,4.285714285714286,April,124,empty,United States,3042,United States,USA,840,United States,64.2,Statista,454626.0,47.38317757009346,May,220,hate,Spain,93,June,Spain,ESP,724,Spain,8.4,Statista,4080.0,11.071428571428573
125,125,empty,Thailand,18,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347,February,125,empty,Spain,36,Spain,ESP,724,Spain,8.4,Statista,4080.0,4.285714285714286,March,125,empty,Sri Lanka,36,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,72.0,April,125,enthusiasm,Australia,102,Australia,AUS,36,Australia,5.0,Statista,22578.0,20.4,May,221,hate,Sri Lanka,18,June,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,36.0
126,126,empty,The Netherlands,18,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,6.428571428571429,February,126,empty,Sri Lanka,18,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,36.0,March,126,empty,Sweden,12,Sweden,SWE,752,Sweden,2.0,,1422.0,6.0,April,126,enthusiasm,Belgium,24,Belgium,BEL,56,Belgium,1.0,,2268.0,24.0,May,222,hate,Sweden,39,June,Sweden,SWE,752,Sweden,2.0,,1422.0,19.5
127,127,empty,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396,February,127,empty,Sweden,6,Sweden,SWE,752,Sweden,2.0,,1422.0,3.0,March,127,empty,Switzerland,24,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,30.0,April,127,enthusiasm,Brazil,12,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.8362369337979094,May,223,hate,Switzerland,21,June,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,26.25
128,128,empty,Uganda,6,Uganda,UGA,800,,,,,,February,128,empty,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,March,128,empty,Thailand,18,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347,April,128,enthusiasm,Canada,414,Canada,CAN,124,Canada,8.15,Statista,38382.0,50.797546012269926,May,224,hate,Thailand,27,June,Thailand,THA,764,Thailand,7.35,Statista,2736.0,3.673469387755102
129,129,empty,United Arab Emirates,36,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,6.90978886756238,February,129,empty,Thailand,12,Thailand,THA,764,Thailand,7.35,Statista,2736.0,1.6326530612244898,March,129,empty,The Netherlands,24,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,8.571428571428571,April,129,enthusiasm,China,18,China,CHN,156,China,2.0,NY Times,7482.0,9.0,May,225,hate,The Netherlands,75,June,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,26.78571428571429
130,130,empty,United Kingdom,636,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,35.83098591549296,February,130,empty,The Netherlands,48,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,17.142857142857142,March,130,empty,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,April,130,enthusiasm,France,18,France,FRA,250,France,8.9,Statista,3192.0,2.02247191011236,May,226,hate,Turkey,6,June,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396
131,131,empty,United States,2874,United States,USA,840,United States,64.2,Statista,454626.0,44.76635514018692,February,131,empty,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,March,131,empty,Uganda,66,Uganda,UGA,800,,,,,,April,131,enthusiasm,Germany,18,Germany,DEU,276,Germany,6.1,Statista,4140.0,2.950819672131148,May,227,hate,Uganda,81,June,Uganda,UGA,800,,,,,
132,132,enthusiasm,Australia,156,Australia,AUS,36,Australia,4.1,Statista,22578.0,38.04878048780488,February,132,empty,Uganda,96,Uganda,UGA,800,,,,,,March,132,empty,United Arab Emirates,18,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,3.45489443378119,April,132,enthusiasm,Ghana,24,Ghana,GHA,288,Ghana,2.0,,6312.0,12.0,May,228,hate,United Arab Emirates,42,June,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,8.061420345489442
133,133,enthusiasm,Belgium,18,Belgium,BEL,56,Belgium,1.0,,2268.0,18.0,February,133,empty,United Arab Emirates,78,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,14.971209213051825,March,133,empty,United Kingdom,1524,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,85.85915492957747,April,133,enthusiasm,India,1818,India,IND,356,India,13.15,Statista,90480.0,138.25095057034218,May,229,hate,United Kingdom,4815,June,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,271.2676056338028
134,134,enthusiasm,Brazil,6,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.4181184668989547,February,134,empty,United Kingdom,1662,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,93.6338028169014,March,134,empty,United States,4548,United States,USA,840,United States,64.2,Statista,454626.0,70.84112149532709,April,134,enthusiasm,Indonesia,48,Indonesia,IDN,360,Indonesia,11.8,,3954.0,4.067796610169491,May,230,hate,United States,19623,June,United States,USA,840,United States,64.2,Statista,454626.0,305.6542056074766
135,135,enthusiasm,Canada,180,Canada,CAN,124,Canada,8.15,Statista,38382.0,22.085889570552148,February,135,empty,United States,6138,United States,USA,840,United States,64.2,Statista,454626.0,95.60747663551402,March,135,enthusiasm,Australia,276,Australia,AUS,36,Australia,5.0,Statista,22578.0,55.2,April,135,enthusiasm,Ireland,78,Ireland,IRL,372,Ireland,2.5,,12138.0,31.2,May,231,relief,Australia,285,June,Australia,AUS,36,Australia,5.0,Statista,22578.0,57.0
136,136,enthusiasm,China,432,China,CHN,156,China,2.0,NY Times,7482.0,216.0,February,136,enthusiasm,Australia,258,Australia,AUS,36,Australia,5.0,Statista,22578.0,51.6,March,136,enthusiasm,Belgium,42,Belgium,BEL,56,Belgium,1.0,,2268.0,42.0,April,136,enthusiasm,Italy,30,Italy,ITA,380,Italy,2.5,,3822.0,12.0,May,232,relief,Belgium,57,June,Belgium,BEL,56,Belgium,1.0,,2268.0,57.0
137,137,enthusiasm,France,42,France,FRA,250,France,8.9,Statista,3192.0,4.719101123595506,February,137,enthusiasm,Belgium,18,Belgium,BEL,56,Belgium,1.0,,2268.0,18.0,March,137,enthusiasm,Brazil,30,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,2.0905923344947737,April,137,enthusiasm,Japan,18,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.37151702786377705,May,233,relief,Brazil,12,June,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.8362369337979094
138,138,enthusiasm,Germany,12,Germany,DEU,276,Germany,6.1,Statista,4140.0,1.9672131147540983,February,138,enthusiasm,Brazil,36,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,2.5087108013937285,March,138,enthusiasm,Canada,588,Canada,CAN,124,Canada,8.15,Statista,38382.0,72.1472392638037,April,138,enthusiasm,Kenya,96,Kenya,KEN,404,Kenya,8.2,google,9228.0,11.707317073170733,May,234,relief,Canada,732,June,Canada,CAN,124,Canada,8.15,Statista,38382.0,89.8159509202454
139,139,enthusiasm,Ghana,48,Ghana,GHA,288,Ghana,2.0,,6312.0,24.0,February,139,enthusiasm,Canada,474,Canada,CAN,124,Canada,8.15,Statista,38382.0,58.159509202453975,March,139,enthusiasm,China,54,China,CHN,156,China,2.0,NY Times,7482.0,27.0,April,139,enthusiasm,Kingdom of Saudi Arabia,24,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.6,May,235,relief,China,30,June,China,CHN,156,China,2.0,NY Times,7482.0,15.0
140,140,enthusiasm,Hong Kong,84,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,56.0,February,140,enthusiasm,China,144,China,CHN,156,China,2.0,NY Times,7482.0,72.0,March,140,enthusiasm,France,36,France,FRA,250,France,8.9,Statista,3192.0,4.044943820224719,April,140,enthusiasm,Malaysia,72,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,18.461538461538463,May,236,relief,France,39,June,France,FRA,250,France,8.9,Statista,3192.0,4.382022471910112
141,141,enthusiasm,India,474,India,IND,356,India,13.15,Statista,90480.0,36.045627376425855,February,141,enthusiasm,France,42,France,FRA,250,France,8.9,Statista,3192.0,4.719101123595506,March,141,enthusiasm,Germany,66,Germany,DEU,276,Germany,6.1,Statista,4140.0,10.81967213114754,April,141,enthusiasm,Mexico,6,Mexico,MEX,484,Mexico,25.7,,1746.0,0.2334630350194553,May,237,relief,Germany,54,June,Germany,DEU,276,Germany,6.1,Statista,4140.0,8.852459016393443
142,142,enthusiasm,Indonesia,42,Indonesia,IDN,360,Indonesia,11.8,,3954.0,3.5593220338983054,February,142,enthusiasm,Germany,54,Germany,DEU,276,Germany,6.1,Statista,4140.0,8.852459016393443,March,142,enthusiasm,Ghana,126,Ghana,GHA,288,Ghana,2.0,,6312.0,63.0,April,142,enthusiasm,New Zealand,24,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,26.666666666666664,May,238,relief,Ghana,54,June,Ghana,GHA,288,Ghana,2.0,,6312.0,27.0
143,143,enthusiasm,Ireland,54,Ireland,IRL,372,Ireland,1.5,,12138.0,36.0,February,143,enthusiasm,Ghana,132,Ghana,GHA,288,Ghana,2.0,,6312.0,66.0,March,143,enthusiasm,Hong Kong,12,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,8.0,April,143,enthusiasm,Nigeria,288,Nigeria,NGA,566,Nigeria,8.4,,38400.0,34.285714285714285,May,239,relief,Hong Kong,6,June,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,4.0
144,144,enthusiasm,Italy,24,Italy,ITA,380,Italy,2.5,,3822.0,9.6,February,144,enthusiasm,Hong Kong,30,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,20.0,March,144,enthusiasm,India,3318,India,IND,356,India,13.15,Statista,90480.0,252.31939163498097,April,144,enthusiasm,Pakistan,150,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,57.69230769230769,May,240,relief,India,1554,June,India,IND,356,India,13.15,Statista,90480.0,118.17490494296578
145,145,enthusiasm,Japan,96,Japan,JPN,392,Japan,48.45,Statista,4314.0,1.9814241486068112,February,145,enthusiasm,India,1422,India,IND,356,India,13.15,Statista,90480.0,108.13688212927755,March,145,enthusiasm,Indonesia,66,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.593220338983049,April,145,enthusiasm,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,May,241,relief,Indonesia,60,June,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.084745762711863
146,146,enthusiasm,Kenya,54,Kenya,KEN,404,Kenya,8.2,google,9228.0,6.585365853658537,February,146,enthusiasm,Indonesia,30,Indonesia,IDN,360,Indonesia,11.8,,3954.0,2.5423728813559316,March,146,enthusiasm,Ireland,192,Ireland,IRL,372,Ireland,2.5,,12138.0,76.8,April,146,enthusiasm,Republic of the Philippines,78,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,10.909090909090908,May,242,relief,Ireland,243,June,Ireland,IRL,372,Ireland,2.5,,12138.0,97.2
147,147,enthusiasm,Kingdom of Saudi Arabia,24,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.6,February,147,enthusiasm,Ireland,234,Ireland,IRL,372,Ireland,2.5,,12138.0,93.6,March,147,enthusiasm,Italy,24,Italy,ITA,380,Italy,2.5,,3822.0,9.6,April,147,enthusiasm,Singapore,12,Singapore,SGP,702,Singapore,1.3,,3246.0,9.23076923076923,May,243,relief,Italy,33,June,Italy,ITA,380,Italy,2.5,,3822.0,13.2
