,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm,date,Unnamed: 0,emotion_str,country,tweet,date,name,alpha-3,country-code,Country,Users (in million),Source,Total Tweets,tweetpm
42,42,boredom,Indonesia,18,Indonesia,IDN,360,Indonesia,11.8,,3954.0,1.5254237288135593,February,42,boredom,Hong Kong,6,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,4.0,March,42,boredom,Ghana,30,Ghana,GHA,288,Ghana,2.0,,6312.0,15.0,April,42,boredom,Kenya,18,Kenya,KEN,404,Kenya,8.2,google,9228.0,2.1951219512195124,May,66,depressed,Kenya,69,June,Kenya,KEN,404,Kenya,8.2,google,9228.0,8.414634146341465
43,43,boredom,Ireland,18,Ireland,IRL,372,Ireland,1.5,,12138.0,12.0,February,43,boredom,India,162,India,IND,356,India,13.15,Statista,90480.0,12.319391634980988,March,43,boredom,Hong Kong,6,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,4.0,April,43,boredom,Malaysia,6,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,1.5384615384615383,May,67,depressed,Kingdom of Saudi Arabia,30,June,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,2.0
44,44,boredom,Italy,6,Italy,ITA,380,Italy,2.5,,3822.0,2.4,February,44,boredom,Indonesia,36,Indonesia,IDN,360,Indonesia,11.8,,3954.0,3.0508474576271185,March,44,boredom,India,150,India,IND,356,India,13.15,Statista,90480.0,11.406844106463875,April,44,boredom,New Zealand,18,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,20.0,May,68,depressed,Malaysia,60,June,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,15.384615384615385
45,45,boredom,Japan,24,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027,February,45,boredom,Ireland,42,Ireland,IRL,372,Ireland,2.5,,12138.0,16.8,March,45,boredom,Indonesia,30,Indonesia,IDN,360,Indonesia,11.8,,3954.0,2.5423728813559316,April,45,boredom,Nigeria,144,Nigeria,NGA,566,Nigeria,8.4,,38400.0,17.142857142857142,May,69,depressed,Mexico,12,June,Mexico,MEX,484,Mexico,25.7,,1746.0,0.4669260700389105
46,46,boredom,Kenya,18,Kenya,KEN,404,Kenya,8.2,google,9228.0,2.1951219512195124,February,46,boredom,Japan,18,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.37151702786377705,March,46,boredom,Ireland,18,Ireland,IRL,372,Ireland,2.5,,12138.0,7.2,April,46,boredom,Pakistan,6,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,2.3076923076923075,May,70,depressed,New Zealand,57,June,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,63.33333333333333
47,47,boredom,Malaysia,48,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,12.307692307692307,February,47,boredom,Kenya,30,Kenya,KEN,404,Kenya,8.2,google,9228.0,3.6585365853658534,March,47,boredom,Italy,6,Italy,ITA,380,Italy,2.5,,3822.0,2.4,April,47,boredom,Republic of the Philippines,42,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,5.874125874125874,May,71,depressed,Nigeria,270,June,Nigeria,NGA,566,Nigeria,8.4,,38400.0,32.14285714285714
48,48,boredom,Mexico,6,Mexico,MEX,484,Mexico,25.7,,1746.0,0.2334630350194553,February,48,boredom,Kingdom of Saudi Arabia,6,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.4,March,48,boredom,Japan,24,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.4953560371517027,April,48,boredom,Singapore,6,Singapore,SGP,702,Singapore,1.3,,3246.0,4.615384615384615,May,72,depressed,Pakistan,147,June,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,56.53846153846153
49,49,boredom,New Zealand,6,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,6.666666666666666,February,49,boredom,Malaysia,54,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,13.846153846153848,March,49,boredom,Kenya,42,Kenya,KEN,404,Kenya,8.2,google,9228.0,5.121951219512195,April,49,boredom,South Africa,126,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,14.823529411764708,May,73,depressed,Republic of the Philippines,156,June,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,21.818181818181817
50,50,boredom,Nigeria,114,Nigeria,NGA,566,Nigeria,8.4,,38400.0,13.571428571428573,February,50,boredom,New Zealand,18,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,20.0,March,50,boredom,Kingdom of Saudi Arabia,12,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.8,April,50,boredom,Spain,6,Spain,ESP,724,Spain,8.4,Statista,4080.0,0.7142857142857143,May,74,depressed,Singapore,42,June,Singapore,SGP,702,Singapore,1.3,,3246.0,32.30769230769231
51,51,boredom,Pakistan,18,Pakistan,PAK,586,Pakistan,1.26,google,8358.0,14.285714285714285,February,51,boredom,Nigeria,144,Nigeria,NGA,566,Nigeria,8.4,,38400.0,17.142857142857142,March,51,boredom,Malaysia,42,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,10.769230769230768,April,51,boredom,Thailand,12,Thailand,THA,764,Thailand,7.35,Statista,2736.0,1.6326530612244898,May,75,depressed,South Africa,339,June,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,39.882352941176464
52,52,boredom,Republic of the Philippines,42,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,5.874125874125874,February,52,boredom,Pakistan,54,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,20.76923076923077,March,52,boredom,Mexico,6,Mexico,MEX,484,Mexico,25.7,,1746.0,0.2334630350194553,April,52,boredom,Uganda,18,Uganda,UGA,800,,,,,,May,76,depressed,Spain,45,June,Spain,ESP,724,Spain,8.4,Statista,4080.0,5.357142857142857
53,53,boredom,Singapore,12,Singapore,SGP,702,Singapore,1.3,,3246.0,9.23076923076923,February,53,boredom,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,March,53,boredom,New Zealand,18,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,20.0,April,53,boredom,United Arab Emirates,6,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,1.151631477927063,May,77,depressed,Sri Lanka,9,June,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,18.0
54,54,boredom,South Africa,54,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,6.352941176470589,February,54,boredom,Republic of the Philippines,36,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,5.034965034965035,March,54,boredom,Nigeria,216,Nigeria,NGA,566,Nigeria,8.4,,38400.0,25.71428571428571,April,54,boredom,United Kingdom,372,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,20.95774647887324,May,78,depressed,Sweden,9,June,Sweden,SWE,752,Sweden,2.0,,1422.0,4.5
55,55,boredom,Spain,12,Spain,ESP,724,Spain,8.4,Statista,4080.0,1.4285714285714286,February,55,boredom,South Africa,138,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,16.235294117647058,March,55,boredom,Pakistan,18,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,6.9230769230769225,April,55,boredom,United States,876,United States,USA,840,United States,64.2,Statista,454626.0,13.644859813084114,May,79,depressed,Switzerland,21,June,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,26.25
56,56,boredom,Sri Lanka,6,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,12.0,February,56,boredom,Spain,12,Spain,ESP,724,Spain,8.4,Statista,4080.0,1.4285714285714286,March,56,boredom,Republic of the Philippines,36,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,5.034965034965035,April,56,depressed,Australia,258,Australia,AUS,36,Australia,5.0,Statista,22578.0,51.6,May,80,depressed,Thailand,18,June,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347
57,57,boredom,Sweden,6,Sweden,SWE,752,Sweden,2.0,,1422.0,3.0,February,57,boredom,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,March,57,boredom,Singapore,30,Singapore,SGP,702,Singapore,1.3,,3246.0,23.07692307692308,April,57,depressed,Belgium,12,Belgium,BEL,56,Belgium,1.0,,2268.0,12.0,May,81,depressed,The Netherlands,27,June,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,9.642857142857146
58,58,boredom,Switzerland,6,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,7.5,February,58,boredom,Thailand,6,Thailand,THA,764,Thailand,7.35,Statista,2736.0,0.8163265306122449,March,58,boredom,South Africa,252,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,29.64705882352941,April,58,depressed,Brazil,30,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,2.0905923344947737,May,82,depressed,Turkey,9,June,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.6593406593406593
59,59,boredom,Uganda,6,Uganda,UGA,800,,,,,,February,59,boredom,The Netherlands,12,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,4.285714285714286,March,59,boredom,Spain,18,Spain,ESP,724,Spain,8.4,Statista,4080.0,2.142857142857143,April,59,depressed,Canada,582,Canada,CAN,124,Canada,8.15,Statista,38382.0,71.41104294478528,May,83,depressed,Uganda,75,June,Uganda,UGA,800,,,,,
60,60,boredom,United Arab Emirates,18,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,3.45489443378119,February,60,boredom,Uganda,24,Uganda,UGA,800,,,,,,March,60,boredom,The Netherlands,18,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,6.428571428571429,April,60,depressed,China,18,China,CHN,156,China,2.0,NY Times,7482.0,9.0,May,84,depressed,United Arab Emirates,45,June,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,8.637236084452976
61,61,boredom,United Kingdom,132,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,7.436619718309858,February,61,boredom,United Arab Emirates,6,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,1.151631477927063,March,61,boredom,Turkey,6,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,0.4395604395604396,April,61,depressed,France,36,France,FRA,250,France,8.9,Statista,3192.0,4.044943820224719,May,85,depressed,United Kingdom,3426,June,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,193.01408450704224
62,62,boredom,United States,708,United States,USA,840,United States,64.2,Statista,454626.0,11.028037383177569,February,62,boredom,United Kingdom,324,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,18.253521126760567,March,62,boredom,Uganda,24,Uganda,UGA,800,,,,,,April,62,depressed,Germany,66,Germany,DEU,276,Germany,6.1,Statista,4140.0,10.81967213114754,May,86,depressed,United States,4686,June,United States,USA,840,United States,64.2,Statista,454626.0,72.99065420560747
63,63,depressed,Australia,144,Australia,AUS,36,Australia,4.1,Statista,22578.0,35.1219512195122,February,63,boredom,United States,1722,United States,USA,840,United States,64.2,Statista,454626.0,26.822429906542048,March,63,boredom,United Arab Emirates,18,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,3.45489443378119,April,63,depressed,Ghana,42,Ghana,GHA,288,Ghana,2.0,,6312.0,21.0,May,123,enthusiasm,Australia,147,June,Australia,AUS,36,Australia,5.0,Statista,22578.0,29.4
64,64,depressed,Belgium,36,Belgium,BEL,56,Belgium,1.0,,2268.0,36.0,February,64,depressed,Australia,264,Australia,AUS,36,Australia,5.0,Statista,22578.0,52.8,March,64,boredom,United Kingdom,480,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,27.04225352112676,April,64,depressed,Hong Kong,18,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,12.0,May,124,enthusiasm,Belgium,18,June,Belgium,BEL,56,Belgium,1.0,,2268.0,18.0
65,65,depressed,Brazil,6,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.4181184668989547,February,65,depressed,Belgium,24,Belgium,BEL,56,Belgium,1.0,,2268.0,24.0,March,65,boredom,United States,1260,United States,USA,840,United States,64.2,Statista,454626.0,19.626168224299064,April,65,depressed,India,1800,India,IND,356,India,13.15,Statista,90480.0,136.88212927756658,May,125,enthusiasm,Brazil,6,June,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.4181184668989547
66,66,depressed,Canada,240,Canada,CAN,124,Canada,8.15,Statista,38382.0,29.447852760736193,February,66,depressed,Brazil,12,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.8362369337979094,March,66,depressed,Australia,390,Australia,AUS,36,Australia,5.0,Statista,22578.0,78.0,April,66,depressed,Indonesia,78,Indonesia,IDN,360,Indonesia,11.8,,3954.0,6.610169491525422,May,126,enthusiasm,Canada,363,June,Canada,CAN,124,Canada,8.15,Statista,38382.0,44.5398773006135
67,67,depressed,China,492,China,CHN,156,China,2.0,NY Times,7482.0,246.0,February,67,depressed,Canada,612,Canada,CAN,124,Canada,8.15,Statista,38382.0,75.0920245398773,March,67,depressed,Belgium,48,Belgium,BEL,56,Belgium,1.0,,2268.0,48.0,April,67,depressed,Ireland,264,Ireland,IRL,372,Ireland,2.5,,12138.0,105.6,May,127,enthusiasm,China,12,June,China,CHN,156,China,2.0,NY Times,7482.0,6.0
68,68,depressed,France,12,France,FRA,250,France,8.9,Statista,3192.0,1.348314606741573,February,68,depressed,China,114,China,CHN,156,China,2.0,NY Times,7482.0,57.0,March,68,depressed,Brazil,48,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,3.3449477351916377,April,68,depressed,Italy,42,Italy,ITA,380,Italy,2.5,,3822.0,16.8,May,128,enthusiasm,France,15,June,France,FRA,250,France,8.9,Statista,3192.0,1.6853932584269662
69,69,depressed,Germany,18,Germany,DEU,276,Germany,6.1,Statista,4140.0,2.950819672131148,February,69,depressed,France,54,France,FRA,250,France,8.9,Statista,3192.0,6.0674157303370775,March,69,depressed,Canada,1038,Canada,CAN,124,Canada,8.15,Statista,38382.0,127.36196319018404,April,69,depressed,Japan,42,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.8668730650154798,May,129,enthusiasm,Germany,36,June,Germany,DEU,276,Germany,6.1,Statista,4140.0,5.9016393442622945
70,70,depressed,Ghana,24,Ghana,GHA,288,Ghana,2.0,,6312.0,12.0,February,70,depressed,Germany,72,Germany,DEU,276,Germany,6.1,Statista,4140.0,11.803278688524589,March,70,depressed,China,108,China,CHN,156,China,2.0,NY Times,7482.0,54.0,April,70,depressed,Kenya,132,Kenya,KEN,404,Kenya,8.2,google,9228.0,16.097560975609756,May,130,enthusiasm,Ghana,72,June,Ghana,GHA,288,Ghana,2.0,,6312.0,36.0
71,71,depressed,Hong Kong,48,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,32.0,February,71,depressed,Ghana,114,Ghana,GHA,288,Ghana,2.0,,6312.0,57.0,March,71,depressed,France,78,France,FRA,250,France,8.9,Statista,3192.0,8.764044943820224,April,71,depressed,Kingdom of Saudi Arabia,6,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,0.4,May,131,enthusiasm,Hong Kong,12,June,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,8.0
72,72,depressed,India,306,India,IND,356,India,13.15,Statista,90480.0,23.269961977186316,February,72,depressed,Hong Kong,18,Hong Kong,HKG,344,Hong Kong,1.5,,2994.0,12.0,March,72,depressed,Germany,84,Germany,DEU,276,Germany,6.1,Statista,4140.0,13.77049180327869,April,72,depressed,Malaysia,102,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,26.153846153846153,May,132,enthusiasm,India,1734,June,India,IND,356,India,13.15,Statista,90480.0,131.86311787072242
73,73,depressed,Indonesia,66,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.593220338983049,February,73,depressed,India,762,India,IND,356,India,13.15,Statista,90480.0,57.9467680608365,March,73,depressed,Ghana,144,Ghana,GHA,288,Ghana,2.0,,6312.0,72.0,April,73,depressed,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.9338521400778209,May,133,enthusiasm,Indonesia,45,June,Indonesia,IDN,360,Indonesia,11.8,,3954.0,3.8135593220338984
74,74,depressed,Ireland,42,Ireland,IRL,372,Ireland,1.5,,12138.0,28.0,February,74,depressed,Indonesia,66,Indonesia,IDN,360,Indonesia,11.8,,3954.0,5.593220338983049,March,74,depressed,India,2226,India,IND,356,India,13.15,Statista,90480.0,169.27756653992398,April,74,depressed,New Zealand,132,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,146.66666666666666,May,134,enthusiasm,Ireland,84,June,Ireland,IRL,372,Ireland,2.5,,12138.0,33.6
75,75,depressed,Italy,18,Italy,ITA,380,Italy,2.5,,3822.0,7.2,February,75,depressed,Ireland,210,Ireland,IRL,372,Ireland,2.5,,12138.0,84.0,March,75,depressed,Indonesia,138,Indonesia,IDN,360,Indonesia,11.8,,3954.0,11.694915254237287,April,75,depressed,Nigeria,480,Nigeria,NGA,566,Nigeria,8.4,,38400.0,57.14285714285714,May,135,enthusiasm,Italy,24,June,Italy,ITA,380,Italy,2.5,,3822.0,9.6
76,76,depressed,Japan,36,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.7430340557275541,February,76,depressed,Italy,66,Italy,ITA,380,Italy,2.5,,3822.0,26.4,March,76,depressed,Ireland,372,Ireland,IRL,372,Ireland,2.5,,12138.0,148.8,April,76,depressed,Pakistan,84,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,32.30769230769231,May,136,enthusiasm,Japan,27,June,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.5572755417956656
77,77,depressed,Kenya,24,Kenya,KEN,404,Kenya,8.2,google,9228.0,2.9268292682926838,February,77,depressed,Japan,90,Japan,JPN,392,Japan,48.45,Statista,4314.0,1.8575851393188851,March,77,depressed,Italy,78,Italy,ITA,380,Italy,2.5,,3822.0,31.2,April,77,depressed,Republic of the Philippines,132,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,18.46153846153846,May,137,enthusiasm,Kenya,96,June,Kenya,KEN,404,Kenya,8.2,google,9228.0,11.707317073170733
78,78,depressed,Kingdom of Saudi Arabia,18,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.2,February,78,depressed,Kenya,60,Kenya,KEN,404,Kenya,8.2,google,9228.0,7.317073170731707,March,78,depressed,Japan,42,Japan,JPN,392,Japan,48.45,Statista,4314.0,0.8668730650154798,April,78,depressed,Singapore,48,Singapore,SGP,702,Singapore,1.3,,3246.0,36.92307692307692,May,138,enthusiasm,Kingdom of Saudi Arabia,18,June,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,1.2
79,79,depressed,Malaysia,144,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,36.92307692307693,February,79,depressed,Kingdom of Saudi Arabia,30,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,2.0,March,79,depressed,Kenya,84,Kenya,KEN,404,Kenya,8.2,google,9228.0,10.24390243902439,April,79,depressed,South Africa,366,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,43.058823529411775,May,139,enthusiasm,Malaysia,33,June,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,8.461538461538463
80,80,depressed,Mexico,12,Mexico,MEX,484,Mexico,25.7,,1746.0,0.4669260700389105,February,80,depressed,Malaysia,84,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,21.538461538461537,March,80,depressed,Kingdom of Saudi Arabia,36,Kingdom of Saudi Arabia,SAU,682,Kingdom of Saudi Arabia,15.0,Statista,1404.0,2.4,April,80,depressed,Spain,84,Spain,ESP,724,Spain,8.4,Statista,4080.0,10.0,May,140,enthusiasm,Mexico,18,June,Mexico,MEX,484,Mexico,25.7,,1746.0,0.7003891050583658
81,81,depressed,New Zealand,54,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,60.0,February,81,depressed,Mexico,24,Mexico,MEX,484,Mexico,25.7,,1746.0,0.9338521400778209,March,81,depressed,Malaysia,156,Malaysia,MYS,458,Malaysia,3.9,Statista,6930.0,40.0,April,81,depressed,Sri Lanka,24,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,48.0,May,141,enthusiasm,New Zealand,27,June,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,30.0
82,82,depressed,Nigeria,192,Nigeria,NGA,566,Nigeria,8.4,,38400.0,22.857142857142854,February,82,depressed,New Zealand,36,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,40.0,March,82,depressed,Mexico,54,Mexico,MEX,484,Mexico,25.7,,1746.0,2.1011673151750974,April,82,depressed,Sweden,12,Sweden,SWE,752,Sweden,2.0,,1422.0,6.0,May,142,enthusiasm,Nigeria,300,June,Nigeria,NGA,566,Nigeria,8.4,,38400.0,35.714285714285715
83,83,depressed,Pakistan,48,Pakistan,PAK,586,Pakistan,1.26,google,8358.0,38.095238095238095,February,83,depressed,Nigeria,318,Nigeria,NGA,566,Nigeria,8.4,,38400.0,37.857142857142854,March,83,depressed,New Zealand,162,New Zealand,NZL,554,New Zealand,0.9,google,4464.0,180.0,April,83,depressed,Switzerland,6,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,7.5,May,143,enthusiasm,Pakistan,210,June,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,80.76923076923076
84,84,depressed,Republic of Korea,18,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248,February,84,depressed,Pakistan,120,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,46.153846153846146,March,84,depressed,Nigeria,858,Nigeria,NGA,566,Nigeria,8.4,,38400.0,102.14285714285714,April,84,depressed,Thailand,18,Thailand,THA,764,Thailand,7.35,Statista,2736.0,2.4489795918367347,May,144,enthusiasm,Republic of Korea,6,June,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828
85,85,depressed,Republic of the Philippines,114,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,15.944055944055945,February,85,depressed,Republic of Korea,18,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,2.975206611570248,March,85,depressed,Pakistan,174,Pakistan,PAK,586,Pakistan,2.6,google,8358.0,66.92307692307692,April,85,depressed,The Netherlands,42,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,15.000000000000002,May,145,enthusiasm,Republic of the Philippines,198,June,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,27.69230769230769
86,86,depressed,Singapore,84,Singapore,SGP,702,Singapore,1.3,,3246.0,64.61538461538461,February,86,depressed,Republic of the Philippines,144,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,20.13986013986014,March,86,depressed,Republic of Korea,6,Republic of Korea,KOR,410,Republic of Korea,6.05,Statista,1848.0,0.9917355371900828,April,86,depressed,Turkey,18,Turkey,TUR,792,Turkey,13.65,Statista,1134.0,1.3186813186813189,May,146,enthusiasm,Singapore,27,June,Singapore,SGP,702,Singapore,1.3,,3246.0,20.76923076923077
87,87,depressed,South Africa,66,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,7.764705882352941,February,87,depressed,Singapore,12,Singapore,SGP,702,Singapore,1.3,,3246.0,9.23076923076923,March,87,depressed,Republic of the Philippines,234,Republic of the Philippines,PHL,608,Republic of the Philippines,7.15,Statista,11472.0,32.72727272727273,April,87,depressed,Uganda,30,Uganda,UGA,800,,,,,,May,147,enthusiasm,South Africa,273,June,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,32.117647058823536
88,88,depressed,Spain,18,Spain,ESP,724,Spain,8.4,Statista,4080.0,2.142857142857143,February,88,depressed,South Africa,210,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,24.705882352941174,March,88,depressed,Singapore,42,Singapore,SGP,702,Singapore,1.3,,3246.0,32.30769230769231,April,88,depressed,United Arab Emirates,84,United Arab Emirates,ARE,784,United Arab Emirates,5.21,,4032.0,16.122840690978887,May,148,enthusiasm,Spain,27,June,Spain,ESP,724,Spain,8.4,Statista,4080.0,3.214285714285714
89,89,depressed,Sri Lanka,18,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,36.0,February,89,depressed,Spain,72,Spain,ESP,724,Spain,8.4,Statista,4080.0,8.571428571428571,March,89,depressed,South Africa,696,South Africa,ZAF,710,South Africa,8.5,Business Tech,27030.0,81.88235294117645,April,89,depressed,United Kingdom,3630,United Kingdom,GBR,826,United Kingdom,17.75,Statista,139284.0,204.50704225352112,May,149,enthusiasm,Sri Lanka,9,June,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,18.0
90,90,depressed,Sweden,24,Sweden,SWE,752,Sweden,2.0,,1422.0,12.0,February,90,depressed,Sri Lanka,18,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,36.0,March,90,depressed,Spain,66,Spain,ESP,724,Spain,8.4,Statista,4080.0,7.857142857142858,April,90,depressed,United States,5376,United States,USA,840,United States,64.2,Statista,454626.0,83.73831775700934,May,150,enthusiasm,Sweden,18,June,Sweden,SWE,752,Sweden,2.0,,1422.0,9.0
91,91,depressed,Switzerland,12,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0,February,91,depressed,Sweden,30,Sweden,SWE,752,Sweden,2.0,,1422.0,15.0,March,91,depressed,Sri Lanka,24,Sri Lanka,LKA,144,Sri Lanka,0.5,,1698.0,48.0,April,91,empty,Australia,90,Australia,AUS,36,Australia,5.0,Statista,22578.0,18.0,May,151,enthusiasm,Switzerland,12,June,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,15.0
92,92,depressed,Thailand,72,Thailand,THA,764,Thailand,7.35,Statista,2736.0,9.79591836734694,February,92,depressed,Switzerland,18,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,22.5,March,92,depressed,Sweden,18,Sweden,SWE,752,Sweden,2.0,,1422.0,9.0,April,92,empty,Belgium,6,Belgium,BEL,56,Belgium,1.0,,2268.0,6.0,May,152,enthusiasm,Thailand,24,June,Thailand,THA,764,Thailand,7.35,Statista,2736.0,3.26530612244898
93,93,depressed,The Netherlands,18,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,6.428571428571429,February,93,depressed,Thailand,42,Thailand,THA,764,Thailand,7.35,Statista,2736.0,5.7142857142857135,March,93,depressed,Switzerland,60,Switzerland,CHE,756,Switzerland,0.8,Digital report switzerland,1902.0,75.0,April,93,empty,Brazil,12,Brazil,BRA,76,Brazil,14.35,Statista,1734.0,0.8362369337979094,May,153,enthusiasm,The Netherlands,18,June,The Netherlands,NLD,528,The Netherlands,2.8,,2970.0,6.428571428571429
